URL,Status
https://www.nytimes.com/1985/08/18/world/car-bomb-kills-50-in-christian-area-near-east-beirut.html,200
https://www.nytimes.com/2020/03/14/us/politics/trump-coronavirus-mar-a-lago.html,200
https://www.nytimes.com/2017/07/19/theater/tina-howe-copes-with-caregiving-and-other-late-in-life-storms.html,200
https://www.nytimes.com/2023/08/05/nyregion/eric-adams-flags.html,200
https://www.nytimes.com/2014/09/14/books/review/station-eleven-by-emily-st-john-mandel.html,200
https://www.nytimes.com/2020/09/18/us/wildfires-california-sierra-nevada.html,200
https://www.nytimes.com/2021/02/16/opinion/ezra-klein-podcast-heather-mcghee.html,200
https://www.nytimes.com/2023/02/14/world/europe/russian-attack-aid-worker-video.html,200
https://www.nytimes.com/2005/06/12/books/review/last-night-the-middle-of-the-journey.html,200
https://www.nytimes.com/2021/07/17/world/europe/siberia-fires.html,200
https://www.nytimes.com/2021/03/15/well/live/pandemic-health-obesity.html,200
https://www.nytimes.com/2024/08/28/us/listeria-outbreak-boars-head-meats.html,200
https://www.nytimes.com/2017/01/19/fashion/donald-trump-melania-fashion-prefall.html,200
https://www.nytimes.com/2019/09/09/us/politics/trump-ukraine-house-investigation.html,200
https://www.nytimes.com/2018/07/01/arts/lincoln-center-troubles.html,200
https://www.nytimes.com/2019/01/19/opinion/sunday/heart-attack-young-men.html,200
https://www.nytimes.com/2024/02/16/books/review/podcast-demon-copperhead-barbara-kingsolver.html,200
https://www.nytimes.com/2020/08/06/world/middleeast/saudi-prince-mohammed-lawsuit-aljabri.html,200
https://www.nytimes.com/2022/11/09/technology/elon-musk-twitter-maricopa-election-false-claims.html,200
https://www.nytimes.com/article/coronavirus-vs-flu.html,200
https://www.nytimes.com/2020/09/02/world/middleeast/saudi-airspace-israel-uae.html,200
https://www.nytimes.com/2004/04/23/us/hiv-link-to-polio-vaccine-is-discredited-by-new-study.html,200
https://www.nytimes.com/1924/05/31/archives/miners-dedicate-mitchell-statue-thousands-of-anthracite-workers-pay.html,200
https://www.nytimes.com/2014/04/23/dining/be-patient-and-make-tartines-country-bread-your-own.html,200
https://www.nytimes.com/2021/06/15/world/asia/china-russia-space.html,200
https://www.nytimes.com/interactive/2020/world/europe/italy-coronavirus-cases.html,301
https://www.nytimes.com/2021/11/20/style/breed-children-climate-change.html,200
https://www.nytimes.com/2024/04/15/books/review/salman-rushdie-knife.html,200
https://www.nytimes.com/2019/06/20/world/europe/uk-saudi-arabia-yemen-arms.html,200
https://www.nytimes.com/2023/08/22/world/africa/putin-xi-brics-summit-russia.html,200
https://www.nytimes.com/2021/12/30/well/mind/mental-health-advice-2022.html,200
https://www.nytimes.com/interactive/2023/08/01/us/politics/trump-jan-6-indictment-2020-election-annotated.html,200
https://www.nytimes.com/2001/11/25/books/road-map-not-included.html,200
https://www.nytimes.com/2020/03/13/sunday-review/mbs-hacking.html,200
https://www.nytimes.com/2021/03/08/books/review-plunder-memoir-family-property-nazi-treasure-menachem-kaiser.html,200
https://www.nytimes.com/2019/07/15/science/apollo-moon-space.html,200
https://www.nytimes.com/2018/11/13/travel/in-fiji-a-reluctant-swimmer-jumps-in.html,200
https://www.nytimes.com/2024/04/02/podcasts/transcript-ezra-klein-interviews-ethan-mollick.html,200
https://www.nytimes.com/2020/11/04/climate/paris-climate-agreement-trump.html,200
https://www.nytimes.com/2019/09/19/climate/air-travel-emissions.html,200
https://www.nytimes.com/interactive/2024/11/05/us/elections/results-indiana-us-house-2.html,200
https://www.nytimes.com/2023/06/23/podcasts/ezra-klein-podcast-transcript-darrick-hamilton.html,200
